date,roi,log_dev_2019,trailing_yoy,no2_monthly
2023-05-01,trinidad,18.36939670913651,-1.3585675420586085,6.627231571965479e-06
2023-06-01,trinidad,20.996593140892372,-0.649884262341871,1.093060064162129e-05
2023-07-01,trinidad,21.21778152731828,-4.971986799845318,1.8885629290339757e-05
2023-08-01,trinidad,19.000868230938295,-4.750580302326313,3.0628204281681976e-05
2023-09-01,trinidad,19.629882979961266,-10.271096579396577,4.758187326371313e-05
2023-10-01,trinidad,17.1627082706717,-2.8850115049481317,4.343910163823457e-05
2023-11-01,trinidad,17.53575968998078,-1.626785318551427,1.9277223022512772e-05
2023-12-01,trinidad,17.87121476107405,-0.970314899591429,9.358805185229729e-06
2024-01-01,trinidad,16.74750890179162,-0.9189883183218228,5.695063535072766e-06
2024-02-01,trinidad,18.88337739264845,-1.3788387030210458,9.481148188495286e-06
2024-03-01,trinidad,21.231418557209736,-1.3238630261252382,5.129946741143027e-06
2024-04-01,trinidad,23.035914915158173,-1.9825847596440127,8.038994423805887e-06
2024-05-01,trinidad,22.443288765756364,0.07146751950415364,6.899450458505731e-06
2024-06-01,trinidad,17.496067810244575,-1.1904348113237262,9.551722942547846e-06
2024-07-01,trinidad,17.995947905160392,3.700437980526594,2.44029858751191e-05
2024-08-01,trinidad,17.367538722533737,6.9762103303373735,4.059667768111207e-05
2024-09-01,trinidad,16.583895795385928,10.084747992646115,5.908584804036859e-05
2024-10-01,trinidad,19.405563015503446,4.073892056619854,4.045720937682788e-05
2024-11-01,trinidad,17.07489149342436,-3.500525330647797,1.064678245965823e-05
2024-12-01,trinidad,19.066746530974577,-3.221833622157888,9.937378391583429e-06
2025-01-01,trinidad,19.25764902462248,-1.6333295084045574,5.281397027233071e-06
2025-02-01,trinidad,14.610932601168614,-3.0459871845753383,8.630205133306394e-06
2025-03-01,trinidad,11.252472263250901,2.242854744831746,7.197223622711648e-06
2025-04-01,trinidad,6.178456319274694,-0.46086819655641875,6.077682290327982e-06
2025-05-01,trinidad,1.444541163643187,1.1955317699005263,8.762352062927182e-06
2025-06-01,trinidad,-3.025579906420539,2.5101401228308617,9.773062243785214e-06
2025-07-01,trinidad,-8.210195273172971,-4.272444791479835,1.397261756185781e-05
2025-08-01,trinidad,-3.6921463653376563,-9.978946293958835,2.713083739458693e-05
2025-09-01,trinidad,-2.8169918753583545,-16.85745859588348,3.214026240132418e-05
2025-10-01,trinidad,-3.438981354880255,-20.998747602113177,2.292378546901734e-05
2025-11-01,trinidad,-1.798286048797948,-20.521647716665115,6.226679478076346e-06
2025-12-01,trinidad,,-26.206143178333363,5.334255893109328e-06
2026-01-01,trinidad,,-21.059685087871394,9.082563895965828e-06
2026-02-01,trinidad,,-19.400887670744282,9.585838119374238e-06
2026-03-01,trinidad,,-22.8445443703837,6.67958998488693e-06
2026-04-01,trinidad,,-18.873177542222308,7.400198748709853e-06
2018-07-01,cobija,,,1.289453782199938e-05
2018-08-01,cobija,,,2.095028740159824e-05
2018-09-01,cobija,,,1.8727111529689684e-05
2018-10-01,cobija,,,1.0370620353702854e-05
2018-11-01,cobija,,,4.943125139812622e-06
2018-12-01,cobija,,,4.767969649637272e-06
2019-01-01,cobija,-6.831411402824017,,8.201630775850702e-06
2019-02-01,cobija,-11.100872637401338,,7.416282907414992e-06
2019-03-01,cobija,-10.871337087689525,,8.64432752137849e-06
2019-04-01,cobija,-9.090668615914055,,6.542445525512807e-06
2019-05-01,cobija,-6.295091223998028,,4.821778108983972e-06
2019-06-01,cobija,-3.1359573067563318,,7.121634818293545e-06
2019-07-01,cobija,0.0,,7.725051186898595e-06
2019-08-01,cobija,1.1784661909100436,,2.1535368514094873e-05
2019-09-01,cobija,-1.6873202629811956,,2.318840814605635e-05
2019-10-01,cobija,-2.5466023579072683,,1.4504314101842128e-05
2019-11-01,cobija,-2.6477875409073093,,7.221724831078584e-06
2019-12-01,cobija,-2.403408667254503,,6.946482672104701e-06
2020-01-01,cobija,-6.203403689412568,,9.447488627754468e-06
2020-02-01,cobija,-5.96782339008044,,5.258172859645787e-06
2020-03-01,cobija,-8.222920966211866,,7.79739323004057e-06
2020-04-01,cobija,-8.32971148923054,,6.463486041674062e-06
2020-05-01,cobija,-10.544998671083938,,4.965272733226703e-06
2020-06-01,cobija,-8.054625183416064,0.6280077134114492,4.513793386870526e-06
2020-07-01,cobija,-10.334997856873862,5.133049247320898,7.94655168947022e-06
2020-08-01,cobija,-11.552550250717175,2.648416121477659,1.6429605512350724e-05
2020-09-01,cobija,-8.93807290647377,0.7609571266835147,2.289314777917479e-05
2020-10-01,cobija,-13.27935218562164,-4.24990744708591,1.1118514231468457e-05
2020-11-01,cobija,-11.29469680431896,-4.9186678766597325,9.73705430503971e-06
2020-12-01,cobija,-6.039118801680132,-10.334997856873862,5.283510373693544e-06
2021-01-01,cobija,-0.8873971237935763,-12.731016441627219,8.1632523775738e-06
2021-02-01,cobija,3.1737606827444864,-7.250752643492575,7.195968096885317e-06
2021-03-01,cobija,6.113859492791107,-10.732749827714372,4.631292390029714e-06
2021-04-01,cobija,6.059025519052419,-8.64690926341165,8.201585202249625e-06
2021-05-01,cobija,6.526910150003573,-3.6357101344256293,9.329091046724854e-06
2021-06-01,cobija,3.4893995666188005,5.316006565618991,8.375782507400994e-06
2021-07-01,cobija,4.028539296895062,9.141584072824926,1.2936813691286551e-05
2021-08-01,cobija,5.337742140491564,14.336780459002973,2.3380369938091665e-05
2021-09-01,cobija,3.91858661816169,14.388737008282959,2.2743003629240045e-05
2021-10-01,cobija,8.798321980986046,17.07190882108751,1.1760633655997987e-05
2021-11-01,cobija,6.034470644128476,11.544024750034865,6.762802459483066e-06
2021-12-01,cobija,5.598343525218397,14.363537153768924,5.636636305976033e-06
2022-01-01,cobija,5.9143625413174306,16.89029239120874,9.5519660888388e-06
2022-02-01,cobija,1.1668742322559211,12.856659524635461,6.069172198750257e-06
2022-03-01,cobija,1.9723304509998485,22.077674166607686,8.317853315704138e-06
2022-04-01,cobija,2.749010654570405,17.329167448447436,5.886521774058554e-06
2022-05-01,cobija,7.606369117963929,11.637462326898529,8.853406792040463e-06
2022-06-01,cobija,12.451546314555273,6.801759665111007,8.699510754791508e-06
2022-07-01,cobija,18.136927672235004,-2.0068864504885653,7.31830266349976e-06
2022-08-01,cobija,18.910247693808024,-4.141529041791259,2.5753010296927928e-05
2022-09-01,cobija,20.552512579788207,-3.3100148644820138,2.496460919581339e-05
2022-10-01,cobija,19.71739449761749,1.0794589679603561,2.10655886382178e-05
2022-11-01,cobija,20.649077441384733,8.962146747936472,1.2095804207413748e-05
2022-12-01,cobija,20.214637554550663,14.108388375339942,1.1151045394493974e-05
2023-01-01,cobija,22.105679994468197,13.57250555331646,1.0480804163099942e-05
2023-02-01,cobija,26.473600045772905,16.633925961626517,7.391228847103419e-06
2023-03-01,cobija,22.300219217365047,10.919072516631445,7.524693182708155e-06
2023-04-01,cobija,22.106185628947195,14.614606797256258,6.582846468310006e-06
2023-05-01,cobija,18.52430723192917,14.616294029332266,8.403678669089731e-06
2023-06-01,cobija,17.301864267091638,16.191317453150766,1.0915588244695294e-05
2023-07-01,cobija,14.635785672938795,25.306725813516984,1.236078338483546e-05
2023-08-01,cobija,10.74698449824023,20.3278887663652,1.5607410376518288e-05
2023-09-01,cobija,11.162290361731664,19.35717497437679,2.439004748515403e-05
2023-10-01,cobija,8.401020019319816,10.917938113965242,1.3705749705137463e-05
2023-11-01,cobija,4.152281463802865,4.850317952536365,1.0445439555328492e-05
2023-12-01,cobija,1.319705794257331,-3.501141999296209,8.097892313160502e-06
2024-01-01,cobija,-5.17720493757956,-8.163263195567794,6.572467075035592e-06
2024-02-01,cobija,-5.152896994069067,-9.390222218056543,7.768916514121941e-06
2024-03-01,cobija,-1.117595941153482,-11.316374478297675,5.402369186817269e-06
2024-04-01,cobija,0.20621910338345373,-16.49679597758187,3.953568619805482e-06
2024-05-01,cobija,0.6773458255073805,-18.894931760293332,5.9820329383351315e-06
2024-06-01,cobija,1.0238807450551946,-27.282884932047757,5.005626571124456e-06
2024-07-01,cobija,1.809150429843065,-31.626497039841972,1.2396891849495772e-05
2024-08-01,cobija,4.58338599412027,-23.41781515851853,2.53298097202172e-05
2024-09-01,cobija,3.217943078558605,-21.89996652556374,2.858931265168271e-05
2024-10-01,cobija,6.134479751798594,-17.84696140642179,1.450292912942887e-05
2024-11-01,cobija,9.54485550153219,-16.277983522036443,1.0888962563149418e-05
2024-12-01,cobija,10.469884255706141,-12.82663524309573,8.8980858603952e-06
2025-01-01,cobija,14.421652456362466,-6.16359850411996,9.168718577918406e-06
2025-02-01,cobija,14.39888429059728,-7.944347283173059,6.594774282387612e-06
2025-03-01,cobija,11.40417868406729,-2.266540267521222,7.666207210814407e-06
2025-04-01,cobija,7.526005077841447,5.392574037729325,5.952811976858828e-06
2025-05-01,cobija,6.053331218231506,9.15017846144881,6.684316202130432e-06
2025-06-01,cobija,5.8238220023657306,19.598857393942026,8.042779867102972e-06
2025-07-01,cobija,4.935618426533495,19.551781284666347,1.2363067538954706e-05
2025-08-01,cobija,3.8316349258009197,12.521774625220772,1.7683239661029178e-05
2025-09-01,cobija,4.110796897223246,7.319785974457993,1.7951113236073768e-05
2025-10-01,cobija,5.36284012033299,5.375985392724125,1.2153652899906782e-05
2025-11-01,cobija,3.1031810669871263,4.799941257310536,1.0593160546571282e-05
2025-12-01,cobija,,3.1264679966904296,7.998481831761732e-06
2026-01-01,cobija,,-0.7517510683193507,8.031084024973706e-06
2026-02-01,cobija,,0.8928538186646406,6.8194375418682986e-06
2026-03-01,cobija,,-0.7716396314656038,8.909046161886299e-06
2026-04-01,cobija,,-6.441674434545064,4.538990464450219e-06
2018-07-01,montero,,,1.246055476041607e-05
2018-08-01,montero,,,2.5174467256931728e-05
2018-09-01,montero,,,3.415493827399333e-05
2018-10-01,montero,,,2.1290098280804266e-05
2018-11-01,montero,,,1.3450887474383495e-05
2018-12-01,montero,,,7.38630084924195e-06
2019-01-01,montero,-1.8656971425208724,,1.238755159326476e-05
2019-02-01,montero,-1.6181065112277793,,9.376210759560696e-06
2019-03-01,montero,-1.4203327062853432,,9.70205280888839e-06
2019-04-01,montero,-2.794732640841957,,8.554882970804025e-06
2019-05-01,montero,-2.58163129510951,,9.004067298622233e-06
2019-06-01,montero,-2.2366884174440216,,1.0259567051423904e-05
2019-07-01,montero,0.0,,1.283632331959648e-05
2019-08-01,montero,-0.640969750537046,,2.5779075439338524e-05
2019-09-01,montero,0.6087922113067634,,2.896184253105149e-05
2019-10-01,montero,-0.7254504252468763,,2.1841553005786325e-05
2019-11-01,montero,-0.6247185017763002,,1.4019345993610833e-05
2019-12-01,montero,-1.8824095902314042,,9.660347861258652e-06
2020-01-01,montero,-3.510664430677579,,1.147046756558311e-05
2020-02-01,montero,-2.3229835848365354,,1.0893291560766396e-05
2020-03-01,montero,-3.0801511025497774,,8.266641966002111e-06
2020-04-01,montero,-3.118392338878273,,8.658920475900878e-06
2020-05-01,montero,-5.089992087747142,,7.742723249220704e-06
2020-06-01,montero,-4.3426775958355535,-1.6449672881567068,8.438630735211282e-06
2020-07-01,montero,-3.916074701766803,-0.7048770736087562,1.4802567018593502e-05
2020-08-01,montero,-7.444942246854858,-1.6598183962644342,2.3540045418697383e-05
2020-09-01,montero,-8.697546054002459,-0.323659698036316,2.8829242611070825e-05
2020-10-01,montero,-9.208332360823768,-2.5083607926376317,1.7239827972766018e-05
2020-11-01,montero,-9.47630996530755,-2.105989178391532,1.5334665300096396e-05
2020-12-01,montero,-6.846188484952265,-3.916074701766803,1.01677607646142e-05
2021-01-01,montero,-2.969211230441182,-6.803972496317812,7.510571708058775e-06
2021-02-01,montero,-2.8653954009808302,-9.306338265309222,9.37301381584312e-06
2021-03-01,montero,1.7005407249435223,-8.482881935576891,7.775159868323584e-06
2021-04-01,montero,1.873118831244014,-8.85159146353125,8.384902320588107e-06
2021-05-01,montero,6.194348827160212,-4.9637788947208605,1.061606101369694e-05
2021-06-01,montero,5.6862388633394545,0.541453200236397,1.343760783550002e-05
2021-07-01,montero,8.713409811546136,-0.5424118161442948,1.4988129370018478e-05
2021-08-01,montero,13.643661549902575,4.7806918274933,4.071576510101454e-05
2021-09-01,montero,15.505492075308602,4.991511170122287,2.943250315604199e-05
2021-10-01,montero,17.81023409749416,11.284340914907354,2.8955781379752676e-05
2021-11-01,montero,15.657080620064079,10.028916459175008,1.4427596205550291e-05
2021-12-01,montero,15.554895568221383,12.629484513312939,1.4621346049480176e-05
2022-01-01,montero,15.562885984988206,21.088603796757432,1.3571090038748582e-05
2022-02-01,montero,16.2990459422236,24.20303812931106,1.1719502715333872e-05
2022-03-01,montero,13.195072124458918,27.018566458317927,1.0252310167229626e-05
2022-04-01,montero,14.368274371184064,25.13339058537163,6.475684579832355e-06
2022-05-01,montero,11.855776993878742,22.401084053173648,1.0486679556509567e-05
2022-06-01,montero,12.921710430712174,18.53209721542939,1.345049866513286e-05
2022-07-01,montero,11.651304233863158,19.16444134320443,1.637241173978257e-05
2022-08-01,montero,8.891479606548458,11.494531399515395,2.8054204344351305e-05
2022-09-01,montero,5.525703833931317,12.49515553994005,3.38819994202214e-05
2022-10-01,montero,6.001814085806778,5.6614281667185296,2.141882484582075e-05
2022-11-01,montero,9.476391001220819,7.23547156737272,1.63962850562055e-05
2022-12-01,montero,7.271313859535411,2.9378944223170222,1.2553930144895117e-05
2023-01-01,montero,4.157215662035441,-4.752181943354117,9.745082925270157e-06
2023-02-01,montero,3.8833399572331118,-9.979788241377285,7.82529362827486e-06
2023-03-01,montero,3.041822803630012,-11.808420011687382,1.0855113861440555e-05
2023-04-01,montero,2.2739187378356007,-6.18068961884326,9.82572118840726e-06
2023-05-01,montero,5.629135064194912,-8.283581708685972,8.048587266010696e-06
2023-06-01,montero,7.451571667112944,-11.405670322952766,9.25648509415958e-06
2023-07-01,montero,7.874526483653277,-12.415705984990488,1.584307700297157e-05
2023-08-01,montero,8.653777446103383,-10.153249320828905,2.5359577004673746e-05
2023-09-01,montero,11.385715667008611,-12.094355633348464,3.0899357626825835e-05
2023-10-01,montero,10.529932063390746,-6.226641929683829,3.2037149784436534e-05
2023-11-01,montero,10.250157063745569,-5.4701387635992305,2.040433096570123e-05
2023-12-01,montero,12.888594778272022,-3.776777750209881,1.3207546271738887e-05
2024-01-01,montero,13.495786974915802,-0.23770216044507464,1.070031262078773e-05
2024-02-01,montero,16.182283286444843,5.860011833077294,1.0861167861452862e-05
2024-03-01,montero,18.872607378113138,4.5281179775839675,9.795687718875208e-06
2024-04-01,montero,22.977544444948528,0.77376606252475,9.501318310490702e-06
2024-05-01,montero,22.183706957504512,5.617280918736611,1.1046449972262056e-05
2024-06-01,montero,18.955821964431685,9.338571312880362,9.95612023164261e-06
2024-07-01,montero,17.804874085534905,12.298943329211731,2.1869920075226904e-05
2024-08-01,montero,19.31261897941603,15.830784574483125,3.5022662109566e-05
2024-09-01,montero,20.692231303764785,20.703625707112927,5.0568448932660755e-05
2024-10-01,montero,20.48269341020781,16.5545718933096,2.9126128610526087e-05
2024-11-01,montero,19.7879121537774,11.504250297318741,1.385160321304537e-05
2024-12-01,montero,18.138617794573264,9.930347601881628,1.1503767702626437e-05
2025-01-01,montero,17.96865739262472,10.658841533312646,1.2822511603361836e-05
2025-02-01,montero,16.549446587412575,9.306515636756174,1.281667843556723e-05
2025-03-01,montero,13.986382397224517,9.952761346817063,9.55245044733292e-06
2025-04-01,montero,10.72822932861186,9.53775509003183,8.74128153583507e-06
2025-05-01,montero,8.710052803345114,5.250023016301242,9.062941930735432e-06
2025-06-01,montero,7.355495981462923,4.4728704177089185,9.755119386552069e-06
2025-07-01,montero,4.619981810649776,0.3671633009677322,1.8445249976977988e-05
2025-08-01,montero,3.9452163257990946,-4.8862249808886205,2.57498200305671e-05
2025-09-01,montero,3.0235634266379208,-12.249315116336668,3.4204235269765475e-05
2025-10-01,montero,3.062753828804432,-13.473654154159398,2.2861504701860864e-05
2025-11-01,montero,3.3916660994043113,-11.600325982968762,1.1773534372901732e-05
2025-12-01,montero,2.0782269400172027,-13.18489227488513,8.284720441067278e-06
2026-01-01,montero,,-15.367402653616935,1.1825172086252758e-05
2026-02-01,montero,,-17.668667877126865,1.147475009657828e-05
2026-03-01,montero,,-17.419939581403376,9.59747997281842e-06
2026-04-01,montero,,-16.396246054373087,9.093194532819618e-06
2026-04-01,montero,,-16.06039085455606,7.741388657604156e-06
2018-07-01,yacuiba,,,9.16063650529755e-06
2018-08-01,yacuiba,,,1.733096393271072e-05
2018-09-01,yacuiba,,,1.819331011220005e-05
2018-10-01,yacuiba,,,1.8274609849928127e-05
2018-11-01,yacuiba,,,1.4707430953750313e-05
2018-12-01,yacuiba,,,6.603304901890689e-06
2019-01-01,yacuiba,9.168537181917102,,1.5887128112462464e-05
2019-02-01,yacuiba,9.819189333407508,,7.880988356225706e-06
2019-03-01,yacuiba,8.560470382497698,,5.191623021417484e-06
2019-04-01,yacuiba,9.113603282874294,,8.053765141712757e-06
2019-05-01,yacuiba,6.895881893854394,,5.750447987167459e-06
2019-06-01,yacuiba,1.1235734961505983,,8.395116237613735e-06
2019-07-01,yacuiba,0.0,,9.904546775181537e-06
2019-08-01,yacuiba,-4.638658260023831,,1.4901299892755037e-05
2019-09-01,yacuiba,-4.945343416792802,,1.9441887701457923e-05
2019-10-01,yacuiba,-2.2029871288868463,,1.400460340043484e-05
2019-11-01,yacuiba,-4.207169172752678,,7.357173807074907e-06
2019-12-01,yacuiba,-3.455959887925353,,5.770400257751549e-06
2020-01-01,yacuiba,-3.2015384209081788,,9.105423613639568e-06
2020-02-01,yacuiba,-3.5645770143268862,,7.59622264323248e-06
2020-03-01,yacuiba,-1.4139059937882337,,7.21476141474185e-06
2020-04-01,yacuiba,1.4367844352943138,,6.332137496241398e-06
2020-05-01,yacuiba,7.321077123732067,,6.292905430894659e-06
2020-06-01,yacuiba,14.34491765396988,-12.370075602825281,8.655376707555665e-06
2020-07-01,yacuiba,19.15014993086288,-13.383766347734394,9.482322642282084e-06
2020-08-01,yacuiba,20.23650957177381,-9.974376376285932,1.9288884025104055e-05
2020-09-01,yacuiba,22.669110985506435,-7.67681884757998,2.737178531409274e-05
2020-10-01,yacuiba,21.198949216453578,0.4251952298776729,2.8374793904480713e-05
2020-11-01,yacuiba,22.945309690303972,13.221344157819281,1.709073884903014e-05
2020-12-01,yacuiba,23.994510900254795,19.15014993086288,1.0271461485562116e-05
2021-01-01,yacuiba,23.308774830390533,24.87516783179764,1.0373281298236027e-05
2021-02-01,yacuiba,24.619388884045534,27.614454402299238,1.0171231282155475e-05
2021-03-01,yacuiba,23.63681237077344,23.401936345340424,6.04789157584905e-06
2021-04-01,yacuiba,19.938598466888813,27.15247886305665,7.808408088277377e-06
2021-05-01,yacuiba,14.307834318760726,27.450470788180148,7.137246244811534e-06
2021-06-01,yacuiba,14.861466724576644,26.51031325129871,7.971657066240468e-06
2021-07-01,yacuiba,15.448966706262901,28.18396589837242,1.1097312669465943e-05
2021-08-01,yacuiba,15.593546403725078,25.050718364561675,1.7143511968206888e-05
2021-09-01,yacuiba,11.189051667954608,18.5018140315945,1.7561817433218055e-05
2021-10-01,yacuiba,11.399587948350565,6.986757195028659,1.4437218853209653e-05
2021-11-01,yacuiba,9.169760374292935,0.5165490706067644,1.8264743515019768e-05
2021-12-01,yacuiba,8.272803523387218,-3.70118322459998,1.1021735942977002e-05
2022-01-01,yacuiba,9.26475514895806,-4.64296316804873,1.0554823487971333e-05
2022-02-01,yacuiba,11.402926151977866,-11.480059317551827,5.9955882341887724e-06
2022-03-01,yacuiba,12.009764532844436,-9.799361268103013,6.202634152262928e-06
2022-04-01,yacuiba,15.027218452242153,-13.775549316011038,5.975225300255752e-06
2022-05-01,yacuiba,18.599185752180958,-15.721707376867577,6.408929163821067e-06
2022-06-01,yacuiba,22.314508373130337,-14.044019681432474,8.9793417622808e-06
2022-07-01,yacuiba,24.0950021539172,-13.216462732067669,1.434330807957894e-05
2022-08-01,yacuiba,27.865365838442102,-11.627047837929005,1.843849127728647e-05
2022-09-01,yacuiba,29.72367763691839,-4.91138001464666,2.522464648455105e-05
2022-10-01,yacuiba,31.326814922758217,4.291351433420232,2.2163473383171364e-05
2022-11-01,yacuiba,29.599151946295876,7.453041648553693,2.852586821393662e-05
2022-12-01,yacuiba,29.889625487146176,8.646035447654299,1.3647120835756128e-05
2023-01-01,yacuiba,29.45627978824774,12.271819434717024,1.6593757994685728e-05
2023-02-01,yacuiba,25.679283838549694,18.53462596896378,7.49339016242316e-06
2023-03-01,yacuiba,24.930815543834584,19.927226974407652,7.518378873512201e-06
2023-04-01,yacuiba,23.699906391394876,20.42939157200294,4.85642342926919e-06
2023-05-01,yacuiba,24.646199149617054,21.61682196375896,6.636263138706893e-06
2023-06-01,yacuiba,23.606692468380075,20.191524639289682,8.524335691184067e-06
2023-07-01,yacuiba,21.69611118699173,14.276357686571828,9.11611734347679e-06
2023-08-01,yacuiba,15.868539845584628,12.921051010990148,1.685460985837153e-05
2023-09-01,yacuiba,17.527599258055915,8.672687939152723,2.1760849339259932e-05
2023-10-01,yacuiba,18.503572182092043,6.047013397436096,2.482871190716419e-05
2023-11-01,yacuiba,20.300107369502918,1.2921840952497377,2.518051624233117e-05
2023-12-01,yacuiba,19.122915354422787,-2.398890966925471,1.0851017103299893e-05
2024-01-01,yacuiba,21.73745453204141,-11.996825992857474,8.24591593227288e-06
2024-02-01,yacuiba,23.63178352725903,-12.196078378862474,9.144096225432784e-06
2024-03-01,yacuiba,24.14247866885777,-12.823242740666174,8.45254255570345e-06
2024-04-01,yacuiba,24.6235656706574,-9.299044576792959,6.024813168848975e-06
2024-05-01,yacuiba,25.004212701159112,-10.76671013272339,5.7620077572756475e-06
2024-06-01,yacuiba,17.335461135200525,-7.71882525620633,1.1665896970172778e-05
2024-07-01,yacuiba,14.752291365402392,-2.047500311290662,1.1442831487573586e-05
2024-08-01,yacuiba,15.758395763317523,-0.7883368749768138,1.7919824580650328e-05
2024-09-01,yacuiba,19.320964891221237,0.9236592792625231,2.3054083072892857e-05
2024-10-01,yacuiba,19.327746624814957,0.35801355154205794,2.598912978380508e-05
2024-11-01,yacuiba,19.13043007807609,-6.27123133317955,1.0032404886434963e-05
2024-12-01,yacuiba,19.67639174130369,-6.9438198215893365,7.958801677188564e-06
2025-01-01,yacuiba,16.902146441715082,-0.11014408226710515,9.304057236482942e-06
2025-02-01,yacuiba,15.936789357978043,1.7933656331653225,1.4021848848451815e-05
2025-03-01,yacuiba,12.040728357582964,0.8241744427229136,8.459424102468935e-06
2025-04-01,yacuiba,9.995804322220536,-1.1696772914268294,5.88383337470719e-06
2025-05-01,yacuiba,7.146731309598309,0.5534763868809023,6.152148574606764e-06
2025-06-01,yacuiba,7.768874339365794,-4.835308090326329,8.362524546103916e-06
2025-07-01,yacuiba,8.671874765951237,-7.694994169280989,1.0191159338414456e-05
2025-08-01,yacuiba,8.356277075545293,-12.101750311274806,1.122765912225931e-05
2025-09-01,yacuiba,4.632232009288728,-14.627761348436863,1.803748349990884e-05
2025-10-01,yacuiba,4.631815577330123,-17.857481391560803,1.846338540867798e-05
2025-11-01,yacuiba,3.615204696172647,-9.56658679583473,1.0810063503425811e-05
2025-12-01,yacuiba,,-6.080416599451155,8.869678027731485e-06
2026-01-01,yacuiba,,-7.40211868777223,8.958285373981337e-06
2026-02-01,yacuiba,,-14.68873288193251,8.968615686944903e-06
2026-03-01,yacuiba,,-14.695931047484834,8.459001380085526e-06
2026-04-01,yacuiba,,-15.515225381903441,5.20810037643028e-06
